institution_name,oclc_symbol,street_address,country_name,opac_url
"University of Southern Mississippi, Regional Campus",MUS,"Cook Library, 118 College Dr. #5053, Hattiesburg, MS",United States,http://www.worldcat.org/wcpa/oclc/760477797?page=frame&url=http%3A%2F%2Fcatalog.lib.usm.edu%2Fsearch%2Fi0892640464%26checksum%3D083bbd737c358e31f4d969e2cc304db4&title=University+of+Southern+Mississippi%2C+Regional+Campus&linktype=opac&detail=MUS%3AUniversity+of+Southern+Mississippi%2C+Regional+Campus%3AAcademic Library&app=wcapi&id=OCPSB-
University of Missouri -- Columbia,MUU,"1020 Lowry, Columbia, MO",United States,http://www.worldcat.org/wcpa/oclc/493260870?page=frame&url=http%3A%2F%2Flaurel.lso.missouri.edu%2Fsearch%7ES1%2Fo%3FSEARCH%3D200725%26checksum%3D86774530d4d08cd3db38e235ceb297b0&title=University+of+Missouri+--+Columbia&linktype=opac&detail=MUU%3AUniversity+of+Missouri+--+Columbia%3AAcademic Library&app=wcapi&id=OCPSB-
McMaster University,MUX,"Mills Mem Libr, 1280 Main St W, Hamilton, ON",Canada,http://www.worldcat.org/wcpa/oclc/493260870?page=frame&url=http%3A%2F%2Fdiscovery.mcmaster.ca%26checksum%3D37768c4b299e761dec17d742556015b6&title=McMaster+University&linktype=opac&detail=MUX%3AMcMaster+University%3AARL Library&app=wcapi&id=OCPSB-
Tuscaloosa Public Library,MVQ,"1801 Jack Warner Parkway, Tuscaloosa, AL",United States,http://www.worldcat.org/wcpa/oclc/777305548?page=frame&url=http%3A%2F%2Finnopac.tuscaloosa-library.org%2Fsearch%2Fi9780891480822%26checksum%3D055f01eaae533ecf85b8ec5e04ba34bb&title=Tuscaloosa+Public+Library&linktype=opac&detail=MVQ%3ATuscaloosa+Public+Library%3APublic Library&app=wcapi&id=OCPSB-
Rainsville Public Library,MWJ,"941 East Main Street, Rainsville, AL",United States,http://www.worldcat.org/wcpa/oclc/964256751?page=frame&url=http%3A%2F%2Fdekalbplal.booksys.net%26checksum%3Dc998f8a919d080c0faf9843675555c7a&title=Rainsville+Public+Library&linktype=opac&detail=MWJ%3ARainsville+Public+Library%3APublic Library&app=wcapi&id=OCPSB-
Scottsboro Public Library,MWL,"1002 S Broad St, Scottsboro, AL",United States,http://www.worldcat.org/wcpa/oclc/964256751?page=frame&url=http%3A%2F%2Flmn-verso.auto-graphics.com%2Fmvc%3Fcid%3DLMN%26lid%3DScottsboroPL%26reset%3Dforce%26checksum%3D7328899130309cb92d9aa5ffe09f8e91&title=Scottsboro+Public+Library&linktype=opac&detail=MWL%3AScottsboro+Public+Library%3APublic Library&app=wcapi&id=OCPSB-
Decatur Public Library,MWM,"504 Cherry St. NE, Decatur, AL",United States,http://www.worldcat.org/wcpa/oclc/903473479?page=frame&url=http%3A%2F%2Fcatalog.decatur.lib.al.us%3A8000%2F%23section%3Dhome%26checksum%3D6ad8e8f96556abc92a3f7d6d695bf9eb&title=Decatur+Public+Library&linktype=opac&detail=MWM%3ADecatur+Public+Library%3APublic Library&app=wcapi&id=OCPSB-
Jenks Library at Gordon College,MWN,"255 Grapevine Road, Wenham, MA",United States,http://www.worldcat.org/wcpa/oclc/644275984?page=frame&url=http%3A%2F%2Fgordon.noblenet.org%2Feg%2Fopac%2Fresults%3Floc%3D20%26qtype%3Didentifier%7Cisbn%26query%3D0892640995%26checksum%3D23370fb225d530d9129756504139546f&title=Jenks+Library+at+Gordon+College&linktype=opac&detail=MWN%3AJenks+Library+at+Gordon+College%3AAcademic Library&app=wcapi&id=OCPSB-
University of Alabama - Huntsville,MWR,"301 Sparkman Drive, Huntsville, AL",United States,http://www.worldcat.org/wcpa/oclc/493260870?page=frame&url=https%3A%2F%2Fuah-primo.hosted.exlibrisgroup.com%2Fprimo-explore%2Fsearch%3Fvid%3D01UAH_V1%26sortby%3Drank%26lang%3Den_US%26query%3Dany%2Ccontains%2C%26checksum%3D39f9989825afc24015677d00ebf6525e&title=University+of+Alabama+-+Huntsville&linktype=opac&detail=MWR%3AUniversity+of+Alabama+-+Huntsville%3AAcademic Library&app=wcapi&id=OCPSB-
Missouri Western State University,MWS,"Hearnes Blg, 4525 Downs Drive, St Joseph, MO",United States,http://www.worldcat.org/wcpa/oclc/44461841?page=frame&url=http%3A%2F%2Fkc-towers.searchmobius.org%2Fsearch%7ES19%2Fi9780472086771%26checksum%3Dbe36a670f56d1392d261dc267468ac36&title=Missouri+Western+State+University&linktype=opac&detail=MWS%3AMissouri+Western+State+University%3AAcademic Library&app=wcapi&id=OCPSB-
Alabama A&M University,MWT,"4900 Meridian Street North, Normal, AL",United States,http://www.worldcat.org/wcpa/oclc/259997054?page=frame&url=http%3A%2F%2Falabamam.sdp.sirsi.net%2Fclient%2Fen_US%2Fdefault%2Fsearch%2Fresults%3Fte%3DILS%26rt%3Dfalse%7C%7C%7CISBN%7C%7C%7CISBN%26qu%3D9780520018068%26checksum%3Dcd9ceb58dbfda79d5281715ebcac938f&title=Alabama+A%26M+University&linktype=opac&detail=MWT%3AAlabama+A%26M+University%3AAcademic Library&app=wcapi&id=OCPSB-
Athens State University Library,MWW,"300 N Beaty St, Athens, AL",United States,http://www.worldcat.org/wcpa/oclc/259997054?page=frame&url=http%3A%2F%2Fathens.iii.com%2Fsearch%2Fi9780520018068%26checksum%3D688926084e8f71ffd9199ed4cac79f85&title=Athens+State+University+Library&linktype=opac&detail=MWW%3AAthens+State+University+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Faulkner University,MXD,"5345 Atlanta Highway, Montgomery, AL",United States,http://www.worldcat.org/wcpa/oclc/1030402038?page=frame&url=https%3A%2F%2Ffaulkner.ent.sirsi.net%2F%26checksum%3Dd14bd56ccc714cad7e01bb3944666948&title=Faulkner+University&linktype=opac&detail=MXD%3AFaulkner+University%3AAcademic Library&app=wcapi&id=OCPSB-
The Master's University,MXL,"21726 Placerita Canyon Rd, Santa Clarita, CA",United States,http://www.worldcat.org/wcpa/oclc/259997054?page=frame&url=http%3A%2F%2Fmasters.on.worldcat.org%2Fsearch%3FqueryString%3D9780520018068%26checksum%3Dde8826acc309d75a2176d5d17c539d59&title=The+Master%27s+University&linktype=opac&detail=MXL%3AThe+Master%27s+University%3AAcademic Library&app=wcapi&id=OCPSB-
Universidad Autónoma de Yucatán,MXYUC,"Calle 60 No. 491-A x 57, Universidad Autónoma de Yucatán R, Merida, Yucatán",Mexico,http://www.worldcat.org/wcpa/oclc/606303258?page=frame&url=http%3A%2F%2Fxkokol.uady.mx%2Fjanium-bin%2Fbusqueda_rapida.pl%3FId%3D20080915014404%26checksum%3D026baaa68c6414eef04d1a2eaa252aaa&title=Universidad+Aut%C3%B3noma+de+Yucat%C3%A1n&linktype=opac&detail=MXYUC%3AUniversidad+Aut%C3%B3noma+de+Yucat%C3%A1n%3AAcademic Library&app=wcapi&id=OCPSB-
MIT Libraries,MYG,"77 Massachusetts Ave., Cambridge, MA",United States,http://www.worldcat.org/wcpa/oclc/806338736?page=frame&url=http%3A%2F%2Flibrary.mit.edu%2FF%2F%3Ffunc%3Dfind-b%26find_code%3DISSN%26request%3D089264902X%26checksum%3De74c181abfc491b74b7a7f4d60c4ce97&title=MIT+Libraries&linktype=opac&detail=MYG%3AMIT+Libraries%3AAcademic Library&app=wcapi&id=OCPSB-
International Islamic University Malaysia,MYIIU,"Jalan Gombak, Kuala Lumpur",Malaysia,http://www.worldcat.org/wcpa/oclc/490043796?page=frame&url=http%3A%2F%2Fiium.ent.sirsidynix.net.au%2Fclient%2Fen_US%2Fiiumlib%26checksum%3D19cb0fd2d1c792e7be646107e678858f&title=International+Islamic+University+Malaysia&linktype=opac&detail=MYIIU%3AInternational+Islamic+University+Malaysia%3AAcademic Library&app=wcapi&id=OCPSB-
Universiti Malaysia Sarawak,MYMAS,"Universiti Malaysia Sarawak, Centre, Jalan Dato Muhd Musa, Kota Samarahan",Malaysia,http://www.worldcat.org/wcpa/oclc/606303258?page=frame&url=https%3A%2F%2Fcaisils.unimas.my%2Fcgi-bin%2Fkoha%2Fopac-search.pl%3Fidx%3Dnb%26q%3D0939512467%26checksum%3Dde48cb1b782b0df8b0e1d444ccdfe247&title=Universiti+Malaysia+Sarawak&linktype=opac&detail=MYMAS%3AUniversiti+Malaysia+Sarawak%3AAcademic Library&app=wcapi&id=OCPSB-
Universiti Malaysia Kelantan,MYMKE,"Karung Berkunci 36 Pengkalan Chepa, Kota Bharu",Malaysia,http://www.worldcat.org/wcpa/oclc/644275984?page=frame&url=http%3A%2F%2Fwebopac.umk.edu.my%2Fsearch%2Fquery%3Fmatch_1%3DMUST%26field_1%3Disbn%26match_2%3DPHRASE%26field_2%3Dtext%26match_3%3DSHOULD%26field_3%3Dtext%26match_4%3DNOT%26field_4%3Dtext%26theme%3Dumk%26%26term_1%3D1938937066%26checksum%3D9167e6de88ad7330b6fe8ba23d68cfb3&title=Universiti+Malaysia+Kelantan&linktype=opac&detail=MYMKE%3AUniversiti+Malaysia+Kelantan%3AAcademic Library&app=wcapi&id=OCPSB-
National Library of Malaysia,MYNLM,"232, Jalan Tun Razak,, Kuala Lumpur",Malaysia,http://www.worldcat.org/wcpa/oclc/757251719?page=frame&url=http%3A%2F%2Fopac.pnm.gov.my%2Fsearch%2Fquery%3Ffield_1%3Disbn%26theme%3DPNM2%26term_1%3D9780892640195%26checksum%3D044b25d115832d8bd28575415cf482e9&title=National+Library+of+Malaysia&linktype=opac&detail=MYNLM%3ANational+Library+of+Malaysia%3AState or National Library&app=wcapi&id=OCPSB-
University Pendidikan Sultan Idris Library,MYPEN,"35900 Tanjong Malim, Perak Darul Ridzuan",Malaysia,http://www.worldcat.org/wcpa/oclc/606303258?page=frame&url=http%3A%2F%2Fpustaka.upsi.edu.my%3A8080%2Fwebopac20%2FSearch%2FResults%3Ftype%3DISN%26limit%3D20%26sort%3Drelevance%26lookfor%3D0939512467%26checksum%3D1e2017248f36fe1ea2f2c79a6d633b16&title=University+Pendidikan+Sultan+Idris+Library&linktype=opac&detail=MYPEN%3AUniversity+Pendidikan+Sultan+Idris+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Tuanku Syed Faizuddin Putra Library,MYPMP,"Tuanku Syed Faizuddin Putra Library, Universiti Malaysia Perlis, Pauh Pu, Arau",Malaysia,http://www.worldcat.org/wcpa/oclc/606303258?page=frame&url=http%3A%2F%2Flib.unimap.edu.my%3A8000%2Fcgi-bin%2Fgw%2Fchameleon%3Fhost%3Dvirtuaapps.unimap.edu.my%2B1111%2BDEFAULT%26function%3DCOPVOLSCR%26u1%3D7%26rootsearch%3DKEYWORD%26sourcescreen%3DINITREQ%26search%3DKEYWORD%26t1%3D0939512467%26checksum%3D50dbeb5c2c26cea50a0721fab31e1fd2&title=Tuanku+Syed+Faizuddin+Putra+Library&linktype=opac&detail=MYPMP%3ATuanku+Syed+Faizuddin+Putra+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Universiti Putra Malaysia,MYPUT,"Perpustakaan Sultan Abdul Samad, Universiti Putra Malaysia, UPM Serdang, Selangor",Malaysia,http://www.worldcat.org/wcpa/oclc/832586171?page=frame&url=http%3A%2F%2Fwww.elib.upm.edu.my%2Fcgi-bin%2Fkoha%2Fopac-search.pl%3Fbranch_group_limit%3D%26q%3D0226206319%26checksum%3De7b4b13e792cafd76394d560913198ce&title=Universiti+Putra+Malaysia&linktype=opac&detail=MYPUT%3AUniversiti+Putra+Malaysia%3AAcademic Library&app=wcapi&id=OCPSB-
Universiti Teknologi Malaysia Library,MYTML,"Universiti Teknologi Malaysia, Johor Bahru",Malaysia,http://www.worldcat.org/wcpa/oclc/851140095?page=frame&url=http%3A%2F%2Flibraryopac.utm.my%2Fclient%2Fen_AU%2Fmain%2Fsearch%2Fresults%3Fte%3D%26rt%3Dfalse%257C%257C%257CISBN%257C%257C%257CISBN%26qu%3D0883864916%26checksum%3D3e6ab8ad95885b713fb69dad29424f5f&title=Universiti+Teknologi+Malaysia+Library&linktype=opac&detail=MYTML%3AUniversiti+Teknologi+Malaysia+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Perpustakaan Universiti Teknikal Malaysia Melaka,MYTMM,"Hang Tuah Jaya, Durian Tunggal, Melaka",Malaysia,http://www.worldcat.org/wcpa/oclc/606303258?page=frame&url=http%3A%2F%2Flibraryopac.utem.edu.my%2Fwebopac20%2FSearch%2FResults%3Flookfor%3D0939512467%26checksum%3D1d60a629b3bfe456e00998ab6b858b14&title=Perpustakaan+Universiti+Teknikal+Malaysia+Melaka&linktype=opac&detail=MYTMM%3APerpustakaan+Universiti+Teknikal+Malaysia+Melaka%3AAcademic Library&app=wcapi&id=OCPSB-
Taylor University SDN BHD,MYTUS,"Tingkat 1 Wisma, Jalan Ss15/4, Subang Jaya Selangor",Malaysia,
Universiti Kebangsaan Malaysia,MYUKM,"UKM Library, Selangor Darul Ehsan, Bangi",Malaysia,http://www.worldcat.org/wcpa/oclc/831316570?page=frame&url=http%3A%2F%2Fgemilang.ukm.my%2Fcgi-bin%2Fgw%2Fchameleon%3Fhost%3Dgemilang.ukm.my%2B1888%2BDEFAULT%26function%3DNEXTPAGE%26u1%3D7%26rootsearch%3DKEYWORD%26sourcescreen%3DINITREQ%26search%3DKEYWORD%26t1%3D4805302585%26checksum%3D1c223027b43cc65aa164ee29648e8da4&title=Universiti+Kebangsaan+Malaysia&linktype=opac&detail=MYUKM%3AUniversiti+Kebangsaan+Malaysia%3AAcademic Library&app=wcapi&id=OCPSB-
University of Malaya Library,MYUML,"Pantai Valley, Kuala Lumpur, Federal Territory",Malaysia,http://www.worldcat.org/wcpa/oclc/493260870?page=frame&url=http%3A%2F%2Fpendeta.um.edu.my%2Fclient%2Fdefault%26checksum%3D1478b3d30a47aaaccbd95ce1df494eef&title=University+of+Malaya+Library&linktype=opac&detail=MYUML%3AUniversity+of+Malaya+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Universiti Malaysia Pahang Library,MYUMP,"UMP Library, Pekan, Pahang",Malaysia,http://www.worldcat.org/wcpa/oclc/860511283?page=frame&url=http%3A%2F%2Fiportal.ump.edu.my%2Fsearch%2Fquery%3Fmatch_1%3DPHRASE%26field_1%3Disbn%26term_1%3D1929280068%26checksum%3D4c1987fde6547412f9862be9cb0391ed&title=Universiti+Malaysia+Pahang+Library&linktype=opac&detail=MYUMP%3AUniversiti+Malaysia+Pahang+Library%3AAcademic Library&app=wcapi&id=OCPSB-
University Sains Malaysia,MYUSM,"Serials & Documents Div, Minden, Gelugor Penang",Malaysia,http://www.worldcat.org/wcpa/oclc/869088412?page=frame&url=http%3A%2F%2Felib.usm.my%26checksum%3D41468be11b74a5bd2f5141832508f552&title=University+Sains+Malaysia&linktype=opac&detail=MYUSM%3AUniversity+Sains+Malaysia%3AAcademic Library&app=wcapi&id=OCPSB-
Universiti Tun Hussein Onn Malaysia,MYUTH,"Unit Perolehan Bahan Bersiri, 86400 Parit Raja, Batu Pahat, Johor",Malaysia,http://www.worldcat.org/wcpa/oclc/606303258?page=frame&url=http%3A%2F%2Fent.uthm.edu.my%2Fclient%2Fmain%2Fsearch%2Fresults%3Fte%3D%26rt%3Dfalse%257C%257C%257CISBN%257C%257C%257CISBN%26qu%3D9780939512461%26checksum%3D19a42656df14be08a2611b61feb52bab&title=Universiti+Tun+Hussein+Onn+Malaysia&linktype=opac&detail=MYUTH%3AUniversiti+Tun+Hussein+Onn+Malaysia%3AAcademic Library&app=wcapi&id=OCPSB-
Perpustakaan Universiti Teknologi MARA,MYUTM,"Perpustakaan Tun Abdul Razak, Universiti Teknologi MARA, Shah Alam, Selangor Darul Ehsan",Malaysia,http://www.worldcat.org/wcpa/oclc/605277539?page=frame&url=http%3A%2F%2Fopac.library.uitm.edu.my%2Fopac%2Fsearch%2FsearchResult.html%3FsubLoc%3DZZZ%26db%3D1%26qcon1%3D2%26cat1%3D7%26fromTF1%3D%26toTF1%3D%26searchdata%3D0804815372%26checksum%3Db14a18b6bd0835b7be5175619761b61f&title=Perpustakaan+Universiti+Teknologi+MARA&linktype=opac&detail=MYUTM%3APerpustakaan+Universiti+Teknologi+MARA%3AAcademic Library&app=wcapi&id=OCPSB-
Judson College,MYV,"Bowling Libr, 306 E. Dekalb St., Marion, AL",United States,
Rolling Hills Consolidated Library,MZ3,"1912 North Belt Highway, Saint Joseph, MO",United States,http://www.worldcat.org/wcpa/oclc/606303258?page=frame&url=https%3A%2F%2Frollinghills.biblionix.com%2F%3Fsearch%3D0939512467%26checksum%3Da13030354e36b62870c15a277016f3aa&title=Rolling+Hills+Consolidated+Library&linktype=opac&detail=MZ3%3ARolling+Hills+Consolidated+Library%3APublic Library&app=wcapi&id=OCPSB-
Metropolitan Museum of Art,MZA,"1000 Fifth Avenue, New York, NY",United States,http://www.worldcat.org/wcpa/oclc/806338736?page=frame&url=http%3A%2F%2Flibrary.metmuseum.org%2Fsearch%2F%3Fsearchtype%3Di%26searcharg%3D089264902X%26checksum%3Dc9d17b4aff3438a80180293e15e6e18d&title=Metropolitan+Museum+of+Art&linktype=opac&detail=MZA%3AMetropolitan+Museum+of+Art%3AMuseum&app=wcapi&id=OCPSB-
University of Providence Library,MZD,"University of Providence Library, 1301 20th St  South, Great Falls, MT",United States,http://www.worldcat.org/wcpa/oclc/21035179?page=frame&url=http%3A%2F%2Fugf-primo.hosted.exlibrisgroup.com%2Fopenurl%2F01TRAILS_UGF%2F01TRAILS_UGF_SP%3F%26rft.isbn%3D0231030037%26checksum%3D1255c9d9ce58730dc7836802463db004&title=University+of+Providence+Library&linktype=opac&detail=MZD%3AUniversity+of+Providence+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Montana State University (MSU) Library,MZF,"Malone Centennial Mall, Montana Sta, Bozeman, MT",United States,http://www.worldcat.org/wcpa/oclc/799679336?page=frame&url=https%3A%2F%2Fmsu-primo.hosted.exlibrisgroup.com%2Fprimo-explore%2Fsearch%3Fvid%3D01TRAILS_MSU%26lang%3Den_US%26sortby%3Drank%26checksum%3Df1d289ab0b1e0131f22be106c7dad266&title=Montana+State+University+%28MSU%29+Library&linktype=opac&detail=MZF%3AMontana+State+University+%28MSU%29+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Montana Tech Library,MZJ,"1300 W Park Street, Butte, MT",United States,http://www.worldcat.org/wcpa/oclc/760664295?page=frame&url=http%3A%2F%2Fmtech-primo.hosted.exlibrisgroup.com%2Fprimo_library%2Flibweb%2Faction%2FdlSearch.do%3Finstitution%3D01TRAILS_UM_MTECH%26tab%3Ddefault_tab%26vid%3D01TRAILS_UM_MTECH%26search_scope%3D01TRAILS_UM_MTECH%26query%3Disbn%2Cexact%2C9780520016996%26checksum%3D11ba0575bcea64b648a67b8e5dd97f11&title=Montana+Tech+Library&linktype=opac&detail=MZJ%3AMontana+Tech+Library%3AAcademic Library&app=wcapi&id=OCPSB-
University of Montana-Western,MZK,"710 S Atlantic, Dillon, MT",United States,http://www.worldcat.org/wcpa/oclc/1005843341?page=frame&url=http%3A%2F%2Fumw.lib.umt.edu%2Fcgi-bin%2FPwebrecon.cgi%3FPAGE%3DbbSearch%26SEQ%3D20100223112605%26PID%3DEMuanSD76R2y7g3KEU_PX7Nl9780892641567%26checksum%3D3ba2cd6f0879743ff971b5eae5bd8704&title=University+of+Montana-Western&linktype=opac&detail=MZK%3AUniversity+of+Montana-Western%3AAcademic Library&app=wcapi&id=OCPSB-
International Inst for Management Develop,MZM,"CH de Bellerive 23, PO Box 915, Lausanne",Switzerland,http://www.worldcat.org/wcpa/oclc/760341895?page=frame&url=http%3A%2F%2Falexandrie.imd.ch%2FSea0302.htm%26id%3D%26checksum%3D536a0809fefedb35dffe0b83c9dbea59&title=International+Inst+for+Management+Develop&linktype=opac&detail=MZM%3AInternational+Inst+for+Management+Develop%3AOther (Corporate or Special Library)&app=wcapi&id=OCPSB-
Mount Vernon Nazarene University,MZN,"800 Martinsburg Road, Mount Vernon, OH",United States,http://www.worldcat.org/wcpa/oclc/470516586?page=frame&url=http%3A%2F%2Flibrary.mvnu.edu%2Fsearch%2Fi0804708290%26checksum%3D3f34fa3a90f6e2a90f8ffbba5b4835f2&title=Mount+Vernon+Nazarene+University&linktype=opac&detail=MZN%3AMount+Vernon+Nazarene+University%3AAcademic Library&app=wcapi&id=OCPSB-
"University of Nevada, Las Vegas, Law Library",N#V,"4505 Maryland Parkway, Box 451080, Las Vegas, NV",United States,http://www.worldcat.org/wcpa/oclc/860511283?page=frame&url=https%3A%2F%2Funlv-law-primo.hosted.exlibrisgroup.com%2Fprimo-explore%2Fsearch%3Fvid%3DUNLV_LAW%26sortby%3Drank%26lang%3Den_US%26query%3Disbn%2Ccontains%2C0691056455%26checksum%3Dedaadb106d25e140bcf90565939d446e&title=University+of+Nevada%2C+Las+Vegas%2C+Law+Library&linktype=opac&detail=N%23V%3AUniversity+of+Nevada%2C+Las+Vegas%2C+Law+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Northwest Nazarene University,N#Z,"Riley Library, 623 S. University Blvd., Nampa, ID",United States,http://www.worldcat.org/wcpa/oclc/925070020?page=frame&url=https%3A%2F%2Fnnu.on.worldcat.org%2Fsearch%3FqueryString%3Dbn%253A0892640820%26checksum%3Ddcb4a1e0b914d1b58a7113014904960a&title=Northwest+Nazarene+University&linktype=opac&detail=N%23Z%3ANorthwest+Nazarene+University%3AAcademic Library&app=wcapi&id=OCPSB-
Nassau County Public Library System,N$S,"25 N. 4th Street, Fernandina Beach, FL",United States,http://www.worldcat.org/wcpa/oclc/1015088464?page=frame&url=http%3A%2F%2Fsirsi.nassau.lib.fl.us%2F%26checksum%3D5516529e7f07fe70eee42e99883468e7&title=Nassau+County+Public+Library+System&linktype=opac&detail=N%24S%3ANassau+County+Public+Library+System%3APublic Library&app=wcapi&id=OCPSB-
Northwest Vista College Library,N$V,"3535 N Ellison Dr, San Antonio, TX",United States,http://www.worldcat.org/wcpa/oclc/1030402038?page=frame&url=http%3A%2F%2Fnvclibrary.on.worldcat.org%2Fsearch%3FqueryString%3Dbn%3A9781938937071%26checksum%3D3be78632502e4785fa21d1d94190a4b5&title=Northwest+Vista+College+Library&linktype=opac&detail=N%24V%3ANorthwest+Vista+College+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Northern New Mexico College,N5M,"921 Paseo de Onate, Espanola, NM",United States,http://www.worldcat.org/wcpa/oclc/1030402038?page=frame&url=http%3A%2F%2Fnnmc.worldcat.org%2Fsearch%3Fqt%3Dwc_org_nnmc%26q%3Dbn%3A9781938937071%26checksum%3Dc46afeee8034b1b25d1a3f8797db9044&title=Northern+New+Mexico+College&linktype=opac&detail=N5M%3ANorthern+New+Mexico+College%3AAcademic Library&app=wcapi&id=OCPSB-
National Library of Ireland,N6I,"Kildare Street, Dublin",Ireland,http://www.worldcat.org/wcpa/oclc/831316570?page=frame&url=http%3A%2F%2Fcatalogue.nli.ie%2F%26checksum%3D469bab8ad1115f6743e23401efc64c39&title=National+Library+of+Ireland&linktype=opac&detail=N6I%3ANational+Library+of+Ireland%3AState or National Library&app=wcapi&id=OCPSB-
Natural History Museum,N8Q,"Library & Archives, Cromwell Rd, London",United Kingdom,http://www.worldcat.org/wcpa/oclc/924730132?page=frame&url=http%3A%2F%2Fprimo-44nhm.hosted.exlibrisgroup.com%2Fprimo_library%2Flibweb%2Faction%2FdlSearch.do%3Finstitution%3D44NHM_V1%26vid%3D44NHM_V1%26tab%3Ddefault_tab%26onCampus%3Dfalse%26indx%3D1%26bulkSize%3D10%26query%3Disbn%2Cexact%2C9780915703111%26checksum%3D214af7d0ba15544858479cdaeda603fc&title=Natural+History+Museum&linktype=opac&detail=N8Q%3ANatural+History+Museum%3AMuseum&app=wcapi&id=OCPSB-
Universidad de Navarra,N9V,"Biblioteca de Humanidades, Campus Universitario, Pamplona",Spain,http://www.worldcat.org/wcpa/oclc/470516586?page=frame&url=http%3A%2F%2Finnopac.unav.es%2Fsearch%2F%3Fsearchscope%3D1%26searchtype%3Di%26searcharg%3D%28OCoLC%29954541617%26checksum%3D01adc67758a8688d0f0dbde2e9ea747b&title=Universidad+de+Navarra&linktype=opac&detail=N9V%3AUniversidad+de+Navarra%3AAcademic Library&app=wcapi&id=OCPSB-
