institution_name,oclc_symbol,street_address,country_name,opac_url
Concordia University Library Technology Center,MNC,"1282 Concordia Ave., St. Paul, MN",United States,http://www.worldcat.org/wcpa/oclc/780194?page=frame&url=http%3A%2F%2Fclicsearch.csp.edu%2Fprimo_library%2Flibweb%2Faction%2FdlSearch.do%3Finstitution%3D01CLIC_CONCORDIA%26vid%3DCSP%26tab%3Ddefault_tab%26indx%3D1%26query%3Disbn%2Cexact%2C9780892640157%26checksum%3D08697db27f8163f943ea5aa30cea880c&title=Concordia+University+Library+Technology+Center&linktype=opac&detail=MNC%3AConcordia+University+Library+Technology+Center%3AAcademic Library&app=wcapi&id=OCPSB-
Central Baptist Theological Seminary,MNCBT,"900 Forestview Ln N, Plymouth, MN",United States,
University of Minnesota Duluth,MND,"416 Library Drive, Duluth, MN",United States,http://www.worldcat.org/wcpa/oclc/44461841?page=frame&url=https%3A%2F%2Fprimo.lib.umn.edu%2Fprimo-explore%2Fsearch%3Fvid%3DDULUTH%26lang%3Den_US%26sortby%3Drank%26query%3Dany%2Ccontains%2C9780472086771%26checksum%3Dff2103ad411f891f662b98a66ce7bf04&title=University+of+Minnesota+Duluth&linktype=opac&detail=MND%3AUniversity+of+Minnesota+Duluth%3AAcademic Library&app=wcapi&id=OCPSB-
St. Catherine University,MNE,"2004 Randolph Avenue, Saint Paul, MN",United States,http://www.worldcat.org/wcpa/oclc/644275984?page=frame&url=https%3A%2F%2Fclicsearch.stkate.edu%2Fprimo_library%2Flibweb%2Faction%2FdlSearch.do%3Finstitution%3D01CLIC_SCU%26vid%3DSTKATE%26tab%3Ddefault_tab%26indx%3D1%26query%3Disbn%2Cexact%2C0892640995%26checksum%3D43fab55052f501da9e4f2174c5bf9ffc&title=St.+Catherine+University&linktype=opac&detail=MNE%3ASt.+Catherine+University%3AAcademic Library&app=wcapi&id=OCPSB-
East Side Freedom Library,MNESF,"1105 Greenbrier St, Saint Paul, MN",United States,
Gustavus Adolphus College,MNG,"800 West College Avenue, Saint Peter, MN",United States,http://www.worldcat.org/wcpa/oclc/493260870?page=frame&url=https%3A%2F%2Fgustavusadolphuscollege.on.worldcat.org%2Foclc%2F200725%26checksum%3D79d0e014f1deae7ff5e15a4563f9b362&title=Gustavus+Adolphus+College&linktype=opac&detail=MNG%3AGustavus+Adolphus+College%3AAcademic Library&app=wcapi&id=OCPSB-
Winona State University,MNI,"175 West Mark Street, Winona, MN",United States,http://www.worldcat.org/wcpa/oclc/260061129?page=frame&url=https%3A%2F%2Fmplus.mnpals.net%2Fvufind%2FSearch%2FResults%3Ftype%3DISN%26mylocn%3DWSU%26lookfor%3D0472969005%26checksum%3Dbebaf18a27c28e27442b1900211c84b2&title=Winona+State+University&linktype=opac&detail=MNI%3AWinona+State+University%3AAcademic Library&app=wcapi&id=OCPSB-
College of Saint Benedict/Saint John's University and Clemens Library/Alcuin Library,MNJ,"Saint John's University, 2835 Abbey Plaza, PO Box 2500, Collegeville, MN",United States,http://www.worldcat.org/wcpa/oclc/20619185?page=frame&url=https%3A%2F%2Fcsbsju.on.worldcat.org%2Fsearch%3FqueryString%3Dbn%253A9780472080892%26checksum%3D6cc42cdfe29ef398786fdc1bef8748f6&title=College+of+Saint+Benedict%2FSaint+John%27s+University+and+Clemens+Library%2FAlcuin+Library&linktype=opac&detail=MNJ%3ACollege+of+Saint+Benedict%2FSaint+John%27s+University+and+Clemens+Library%2FAlcuin+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Bethel University Libraries,MNK,"3900 Bethel Dr., St. Paul, MN",United States,http://www.worldcat.org/wcpa/oclc/55590864?page=frame&url=http%3A%2F%2Fclicsearch.bethel.edu%2Fprimo_library%2Flibweb%2Faction%2FdlSearch.do%3Finstitution%3D01CLIC_BETHEL%26vid%3DBETHEL%26tab%3Ddefault_tab%26indx%3D1%26query%3Disbn%2Cexact%2C0892640340%26checksum%3Dc517891c0000c10b2bd9934f09df0f64&title=Bethel+University+Libraries&linktype=opac&detail=MNK%3ABethel+University+Libraries%3AAcademic Library&app=wcapi&id=OCPSB-
Lutheran Brethren Schools,MNLUT,"1036 W Alcott Ave, Christiansen Memorial Libr, Fergus Falls, MN",United States,
"Minnesota State University, Mankato, Library Services",MNM,"601 Maywood Avenue, Mankato, MN",United States,http://www.worldcat.org/wcpa/oclc/20619185?page=frame&url=http%3A%2F%2Fezproxy.mnsu.edu%2Flogin%3Furl%3Dhttps%3A%2F%2Fmnsu.mplus.mnpals.net%2Fvufind%2FSearch%2FResults%3Fmylocn%3DMSU%26type%3DISN%26lookfor%3D0892641436%26checksum%3D7a5118690576595f7f55559e6a7781b5&title=Minnesota+State+University%2C+Mankato%2C+Library+Services&linktype=opac&detail=MNM%3AMinnesota+State+University%2C+Mankato%2C+Library+Services%3AAcademic Library&app=wcapi&id=OCPSB-
Carleton College Library,MNN,"One North College St, Northfield, MN",United States,http://www.worldcat.org/wcpa/oclc/493260870?page=frame&url=https%3A%2F%2Fcarleton-primo.hosted.exlibrisgroup.com%2Fprimo-explore%2Fsearch%3Fvid%3D01BRC_CCO%26tab%3Ddefault_tab%26search_scope%3DEverything%26sortby%3Drank%26query%3Dany%2Ccontains%2COCM00200725%26checksum%3D3193b0242b8da43463a5caa9b6130dcb&title=Carleton+College+Library&linktype=opac&detail=MNN%3ACarleton+College+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Rolvaag Memorial Library,MNO,"Rolvaag Memorial Library, 1510 St. Olaf Ave, Northfield, MN",United States,http://www.worldcat.org/wcpa/oclc/493260870?page=frame&url=https%3A%2F%2Fstolaf-primo.hosted.exlibrisgroup.com%2Fprimo-explore%2Fsearch%3Fvid%3D01BRC_SOC%26tab%3Ddefault_tab%26search_scope%3DEverything%26sortby%3Drank%26query%3Dany%2Ccontains%2COCM00200725%26checksum%3D739746cb6bf8081e5ded89d299675223&title=Rolvaag+Memorial+Library&linktype=opac&detail=MNO%3ARolvaag+Memorial+Library%3AAcademic Library&app=wcapi&id=OCPSB-
College of St Scholastica,MNS,"1200 Kenwood Avenue, Duluth, MN",United States,http://www.worldcat.org/wcpa/oclc/243778529?page=frame&url=https%3A%2F%2Fmplus.mnpals.net%2Fvufind%2F%3Fmylocn%3DCSS%26checksum%3D3aa24515cc9c6059ad3af6f6abfac53e&title=College+of+St+Scholastica&linktype=opac&detail=MNS%3ACollege+of+St+Scholastica%3AAcademic Library&app=wcapi&id=OCPSB-
Broadview Education Consortium,MNSBU,"Broadview Education Consortium Libr, 8089 Globe Drive, Woodbury, MN",United States,http://www.worldcat.org/wcpa/oclc/1030402038?page=frame&url=https%3A%2F%2Fbroadvieweducationconsortium.on.worldcat.org%2Fsearch%3FqueryString%3Dbn%3A9781938937071%26checksum%3D6a50210e178dee550eb3f6d4182436a2&title=Broadview+Education+Consortium&linktype=opac&detail=MNSBU%3ABroadview+Education+Consortium%3AAcademic Library&app=wcapi&id=OCPSB-
University of St Thomas,MNT,"2115 Summit Avenue, Mail #5004, Saint Paul, MN",United States,http://www.worldcat.org/wcpa/oclc/643811459?page=frame&url=http%3A%2F%2Fclicsearch.stthomas.edu%2Fprimo_library%2Flibweb%2Faction%2FdlSearch.do%3Finstitution%3D01CLIC_STTHOMAS%26vid%3DSTTHOMAS%26tab%3Ddefault_tab%26indx%3D1%26query%3Disbn%2Cexact%2C9780892640454%26checksum%3Dc686e695710c6e40f4845086219424ec&title=University+of+St+Thomas&linktype=opac&detail=MNT%3AUniversity+of+St+Thomas%3AAcademic Library&app=wcapi&id=OCPSB-
"University of Minnesota, Minneapolis",MNU,"499 Wilson Libr, 309 19th Ave S, Minneapolis, MN",United States,http://www.worldcat.org/wcpa/oclc/493260870?page=frame&url=https%3A%2F%2Fprimo.lib.umn.edu%2Fprimo-explore%2Fsearch%3Finstitution%3DTWINCITIES%26vid%3DTWINCITIES%26search_scope%3Ddefault_scope%26indx%3D1%26dym%3Dtrue%26highlight%3Dtrue%26lang%3Den_US%26query%3Dany%2Cexact%2C200725%26checksum%3D4302ada5b7579b5464806bf92cb2c99b&title=University+of+Minnesota%2C+Minneapolis&linktype=opac&detail=MNU%3AUniversity+of+Minnesota%2C+Minneapolis%3AARL Library&app=wcapi&id=OCPSB-
McFarland Library,MNV,"1501 State St., Marshall, MN",United States,http://www.worldcat.org/wcpa/oclc/568397754?page=frame&url=http%3A%2F%2Fmnpals.smsu.edu%2FF%2F%3Ffunc%3Dfind-b%26find_code%3DISBN%26request%3D9780892640256%26checksum%3D4bcb337aa1707f36495d180ec269a807&title=McFarland+Library&linktype=opac&detail=MNV%3AMcFarland+Library%3AAcademic Library&app=wcapi&id=OCPSB-
"University of Minnesota, Morris",MNX,"600 E 4th St, Morris, MN",United States,http://www.worldcat.org/wcpa/oclc/806338736?page=frame&url=https%3A%2F%2Fprimo.lib.umn.edu%2Fprimo-explore%2Fsearch%3Finstitution%3DMORRIS%26vid%3DMORRIS%26search_scope%3Ddefault_scope%26indx%3D1%26dym%3Dtrue%26highlight%3Dtrue%26lang%3Den_US%26query%3Disbn%2Cexact%2C089264902X%26checksum%3D5661f942bc45352ccd80f15e31e04c4b&title=University+of+Minnesota%2C+Morris&linktype=opac&detail=MNX%3AUniversity+of+Minnesota%2C+Morris%3AAcademic Library&app=wcapi&id=OCPSB-
Saint Mary's University of Minnesota - Winona Campus,MNY,"700 Terrace Heights #26, Winona, MN",United States,http://www.worldcat.org/wcpa/oclc/869088271?page=frame&url=https%3A%2F%2Fsmumn.mplus.mnpals.net%2Fvufind%2FSearch%2FResults%3Fmylocn%3DSMU%26type%3DISN%26lookfor%3D0892640499%26checksum%3D24ba585b8eedefd49e7192141a25f125&title=Saint+Mary%27s+University+of+Minnesota+-+Winona+Campus&linktype=opac&detail=MNY%3ASaint+Mary%27s+University+of+Minnesota+-+Winona+Campus%3AAcademic Library&app=wcapi&id=OCPSB-
Carthage Public Library,MO2,"612 S Garrison, Carthage, MO",United States,http://www.worldcat.org/wcpa/oclc/954963458?page=frame&url=http%3A%2F%2Fcarthage.missourievergreen.org%2Feg%2Fopac%2Fhome%3Flocg%3D148%26checksum%3Dc7fb4f6f253632ad92c4e34f261b24a3&title=Carthage+Public+Library&linktype=opac&detail=MO2%3ACarthage+Public+Library%3APublic Library&app=wcapi&id=OCPSB-
Drury University,MOD,"F.W. Olin Library, 900 N Benton, Springfield, MO",United States,http://www.worldcat.org/wcpa/oclc/470516586?page=frame&url=http%3A%2F%2Fswan.searchmobius.org%2Fsearch%7ES2%2Fi0804708290%26checksum%3D3975e2c87931642754d2da2a4e2ff167&title=Drury+University&linktype=opac&detail=MOD%3ADrury+University%3AAcademic Library&app=wcapi&id=OCPSB-
Macau University of Science & Technology,MOMAC,"Avenida Wai Long Bl A, Taipa",Macao,
"Reeves Library, Moravian College",MOR,"Reeves Libr, 1200 Main St, Bethlehem, PA",United States,http://www.worldcat.org/wcpa/oclc/44461841?page=frame&url=https%3A%2F%2Fmoraviancollege.on.worldcat.org%2Fsearch%3FqueryString%3Dbn%3A9780472086771%26checksum%3D66d06bf93f3047670f7245d6bc25ba17&title=Reeves+Library%2C+Moravian+College&linktype=opac&detail=MOR%3AReeves+Library%2C+Moravian+College%3AAcademic Library&app=wcapi&id=OCPSB-
Springfield-Greene County Library District,MOS,"4653 South Campbell Avenue, Springfield, MO",United States,http://www.worldcat.org/wcpa/oclc/710010107?page=frame&url=http%3A%2F%2Fcoolcat.org%2Fsearch%7ES1%2Fi0520025407%26checksum%3D696d1e22633adf3dc76a769c282ce3d1&title=Springfield-Greene+County+Library+District&linktype=opac&detail=MOS%3ASpringfield-Greene+County+Library+District%3APublic Library&app=wcapi&id=OCPSB-
Missouri State University,MOU,"850 S John Q. Hammons Parkway, Springfield, MO",United States,http://www.worldcat.org/wcpa/oclc/44461841?page=frame&url=http%3A%2F%2Fswan.searchmobius.org%2Fsearch%7ES6%2Fi9780472086771%26checksum%3De789ce335859f50142b42a980f3b52d4&title=Missouri+State+University&linktype=opac&detail=MOU%3AMissouri+State+University%3AAcademic Library&app=wcapi&id=OCPSB-
Stephens College,MOV,"1200 East Broadway, Campus Box 2054, Columbia, MO",United States,http://www.worldcat.org/wcpa/oclc/44461841?page=frame&url=http%3A%2F%2Farthur.searchmobius.org%2Fsearch%7ES3%2Fi9780472086771%26checksum%3D50de44374c0b33dae922795ccd480831&title=Stephens+College&linktype=opac&detail=MOV%3AStephens+College%3AAcademic Library&app=wcapi&id=OCPSB-
Westminster College,MOW,"501 Westminster Ave, Fulton, MO",United States,http://www.worldcat.org/wcpa/oclc/470516586?page=frame&url=http%3A%2F%2Farthur.searchmobius.org%2Fsearch%2Fi0804708290%26checksum%3Dcfeff0aa1fde5e2185662d5cfbe0e144&title=Westminster+College&linktype=opac&detail=MOW%3AWestminster+College%3AAcademic Library&app=wcapi&id=OCPSB-
Canton Public Library,MQ9,"403 Lewis St, Canton, MO",United States,http://www.worldcat.org/wcpa/oclc/367525588?page=frame&url=https%3A%2F%2Fcantonlibrary.follettdestiny.com%2Fcataloging%2Fservlet%2Fpresentadvancedsearchredirectorform.do%3Fl2m%3DLibrary%2520Search%26tm%3DTopLevelCatalog9780939512393%26checksum%3Dd73db637a97b37b5292ac739e1815979&title=Canton+Public+Library&linktype=opac&detail=MQ9%3ACanton+Public+Library%3APublic Library&app=wcapi&id=OCPSB-
Saint Joseph Public Library,MQP,"927 Felix Street, St. Joseph, MO",United States,http://www.worldcat.org/wcpa/oclc/646352154?page=frame&url=http%3A%2F%2Fsjpl.ent.sirsi.net%2Fclient%2Fdefault%2Fsearch%2Fresults%3Fte%3D%26rt%3DISBN%7C%7C%7CISBN%7C%7C%7Cfalse%26qu%3D0804811237%26checksum%3D719b21bc01f99342ab278a94bf1b5f51&title=Saint+Joseph+Public+Library&linktype=opac&detail=MQP%3ASaint+Joseph+Public+Library%3APublic Library&app=wcapi&id=OCPSB-
Cape Girardeau Public Library,MQS,"711 North Clark, Cape Girardeau, MO",United States,http://www.worldcat.org/wcpa/oclc/259997054?page=frame&url=http%3A%2F%2Fcg.ent.sirsi.net%2Fclient%2Ferc%2Fsearch%2Fresults%3Fte%3DILS%26rt%3DISBN%7C%7C%7CISBN%7C%7C%7Cfalse%26qu%3D9780520018068%26checksum%3D1819a8be06c3fe8bea866311c7d6f475&title=Cape+Girardeau+Public+Library&linktype=opac&detail=MQS%3ACape+Girardeau+Public+Library%3APublic Library&app=wcapi&id=OCPSB-
Urbana Free Library,MR0,"210 West Green Street, Urbana, IL",United States,http://www.worldcat.org/wcpa/oclc/243778529?page=frame&url=https%3A%2F%2Fcucatalog.org%2Fpolaris%2Fview.aspx%3Fctx%3D6%26isbn%3D9780816506569%26checksum%3Ddd346baa99477bc31832ef384d0839e3&title=Urbana+Free+Library&linktype=opac&detail=MR0%3AUrbana+Free+Library%3APublic Library&app=wcapi&id=OCPSB-
Concordia Seminary Library,MR4,"801 Seminary Place, St. Louis, MO",United States,http://www.worldcat.org/wcpa/oclc/44461841?page=frame&url=http%3A%2F%2Fbridges.searchmobius.org%2Fsearch%7ES11%26checksum%3Dc814ea928db609c0201aa556fa6cf7d9&title=Concordia+Seminary+Library&linktype=opac&detail=MR4%3AConcordia+Seminary+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Montgomery College Libraries,MRB,"Montgomery College Libraries, 51 Mannakee Street, Macklin Tower,, Rockville, MD",United States,http://www.worldcat.org/wcpa/oclc/470516586?page=frame&url=http%3A%2F%2Flibrary.montgomerycollege.edu%2Fvwebv%2Fsearch%3FsearchCode1%3DISBN%26searchType%3D2%26argType1%3Dany%26searchArg1%3D0804708290%26checksum%3D73e28d99ea1b9149494d6c73aed57773&title=Montgomery+College+Libraries&linktype=opac&detail=MRB%3AMontgomery+College+Libraries%3AAcademic Library&app=wcapi&id=OCPSB-
Bibliothèque Nationale du Royaume du Maroc,MRBNR,"5, Rue Ibn khaldoun, Rabat",Morocco,
Marietta College,MRC,"Legacy Library, 215 Fifth St, Marietta, OH",United States,http://www.worldcat.org/wcpa/oclc/20619185?page=frame&url=http%3A%2F%2Fmclib.marietta.edu%2Fsearch%2Fi9780472080892%26checksum%3D66e35c1b074fca4178ca0ea960349f07&title=Marietta+College&linktype=opac&detail=MRC%3AMarietta+College%3AAcademic Library&app=wcapi&id=OCPSB-
Hinds Community College,MRH,"McLendon Libr Pmb 11258, PO Box 1100, Raymond, MS",United States,http://www.worldcat.org/wcpa/oclc/257229496?page=frame&url=http%3A%2F%2Fhind.sirsi.net%2Fuhtbin%2Fcgisirsi%2Fx%2Fx%2F0%2F49%2F%3Fsearchdata1%3D9780415587594%26checksum%3Db58d10a1559618e53032ad492390d96e&title=Hinds+Community+College&linktype=opac&detail=MRH%3AHinds+Community+College%3AAcademic Library&app=wcapi&id=OCPSB-
"Merrimack College, McQuade Library",MRK,"315 Turnpike Street, North Andover, MA",United States,http://www.worldcat.org/wcpa/oclc/1015099480?page=frame&url=http%3A%2F%2Fevergreen.noblenet.org%2Feg%2Fopac%2Fhome%3Flocg%3D30%26checksum%3D274e97ded6d42719b6ed13bf68dbdd6a&title=Merrimack+College%2C+McQuade+Library&linktype=opac&detail=MRK%3AMerrimack+College%2C+McQuade+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Merrimack Valley Library Consortium,MRQ,"4 High Street, Suite 175, North Andover, MA",United States,http://www.worldcat.org/wcpa/oclc/964256751?page=frame&url=https%3A%2F%2Fmvlc.ent.sirsi.net%2Fclient%2Fen_US%2Fmvlc%2Fsearch%2Fresults%3Fte%3DILS%26qu%3DISBN%3D0297002376%26checksum%3D63635cb272c7a7d950b6ce4450ea678a&title=Merrimack+Valley+Library+Consortium&linktype=opac&detail=MRQ%3AMerrimack+Valley+Library+Consortium%3ALibrary Networks or Processing Center&app=wcapi&id=OCPSB-
"Marylhurst University, Shoen Library",MRY,"17600 Pacific Highway (Highway 43), PO Box 261, Marylhurst, OR",United States,http://www.worldcat.org/wcpa/oclc/889578616?page=frame&url=http%3A%2F%2Falliance-primo.hosted.exlibrisgroup.com%2Fprimo_library%2Flibweb%2Faction%2Fsearch.do%3Fmenuitem%3D0%26fromTop%3Dtrue%26fromPreferences%3Dfalse%26fromEshelf%3Dfalse%26vid%3DMRY%26checksum%3Db1a0cac55dbb136808e59a2df8b9b833&title=Marylhurst+University%2C+Shoen+Library&linktype=opac&detail=MRY%3AMarylhurst+University%2C+Shoen+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Muskingum University Library,MSC,"163 Stormont Street, 163 Stormont St, New Concord, OH",United States,http://www.worldcat.org/wcpa/oclc/799679336?page=frame&url=http%3A%2F%2Fcat.opal-libraries.org%2Fsearch%7ES16%2Fo565471%26checksum%3D7d7790c334600485d1f59734ee11c6c0&title=Muskingum+University+Library&linktype=opac&detail=MSC%3AMuskingum+University+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Minnesota State Law Library,MSL,"25 Rev Dr Martin Luther King Jr Blv, Saint Paul, MN",United States,http://www.worldcat.org/wcpa/oclc/860511283?page=frame&url=https%3A%2F%2Fmsll.mplus.mnpals.net%2Fvufind%2FSearch%2FResults%3Fmylocn%3DMSL%26submit%3DFind%26type%3Disn%26lookfor%3D0691056455%26checksum%3D8cb5a7482f9316d4ad2bdfe525cf4101&title=Minnesota+State+Law+Library&linktype=opac&detail=MSL%3AMinnesota+State+Law+Library%3AGovernment Library (except State or National Library)&app=wcapi&id=OCPSB-
Monsignor Hugh J. Phillips Library,MSM,"16300 Old Emmitsburg Road, Emmitsburg, MD",United States,http://www.worldcat.org/wcpa/oclc/44461841?page=frame&url=https%3A%2F%2Fmsm.on.worldcat.org%2Fsearch%3FdatabaseList%3D%26queryString%3D9780472086771%26checksum%3D36dd3584fefb7c7aca1c87c57896f550&title=Monsignor+Hugh+J.+Phillips+Library&linktype=opac&detail=MSM%3AMonsignor+Hugh+J.+Phillips+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Saint Louis Art Museum,MSR,"One Fine Arts Dr, Forest Park, St Louis, MO",United States,http://www.worldcat.org/wcpa/oclc/20619185?page=frame&url=http%3A%2F%2F66.171.203.203%2Fsearch%2F%3Fsearchscope%3D6%26searchtype%3Di%26searcharg%3D0892641436%26checksum%3Dc552d29f8a2d36ab246729735d4c3338&title=Saint+Louis+Art+Museum&linktype=opac&detail=MSR%3ASaint+Louis+Art+Museum%3AMuseum&app=wcapi&id=OCPSB-
Saint Cloud State University,MST,"720 4th Ave S, MC 135E, St Cloud, MN",United States,http://www.worldcat.org/wcpa/oclc/44461841?page=frame&url=https%3A%2F%2Fmplus.mnpals.net%2Fvufind%2FSearch%2FResults%3Fmylocn%3DSCS%26type%3DISN%26lookfor%3D2166-32620892641444%26checksum%3Dc30208d0e7afc85db93dc0e33b054c92&title=Saint+Cloud+State+University&linktype=opac&detail=MST%3ASaint+Cloud+State+University%3AAcademic Library&app=wcapi&id=OCPSB-
Morgan State University,MSU,"Earl S. Richardson Library, 1700 East Cold Spring Lane, Baltimore, MD",United States,http://www.worldcat.org/wcpa/oclc/260061129?page=frame&url=http%3A%2F%2Fcatalog.umd.edu%2FF%2F%3Ffunc%3Dfind-b%26find_code%3DWRD%26request%3D0472969005%26checksum%3Df499998b50f5bcb994d6af4a656c616d&title=Morgan+State+University&linktype=opac&detail=MSU%3AMorgan+State+University%3AAcademic Library&app=wcapi&id=OCPSB-
Masters Seminary Library,MSV,"13248 Roscoe Blvd, Sun Valley, CA",United States,http://www.worldcat.org/wcpa/oclc/470516586?page=frame&url=http%3A%2F%2Ftms-edu-primo.hosted.exlibrisgroup.com%2Fprimo_library%2Flibweb%2Faction%2Fsearch.do%3Ffn%3Dsearch%26ct%3Dsearch%26vid%3D01MASTERS%26vl%28freeText0%29%3D0804708290%26checksum%3Dac97e24871be42e0c36a1cf3f945e475&title=Masters+Seminary+Library&linktype=opac&detail=MSV%3AMasters+Seminary+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Mount Allison University Libraries and Archives,MT4IT,"49 York Street, Sackville, NB",Canada,http://www.worldcat.org/wcpa/oclc/490043796?page=frame&url=http%3A%2F%2Flibrarycatalogue.mta.ca%2F%26checksum%3D9728d731c6c2c8f1ca068bec2f26fa8f&title=Mount+Allison+University+Libraries+and+Archives&linktype=opac&detail=MT4IT%3AMount+Allison+University+Libraries+and+Archives%3AAcademic Library&app=wcapi&id=OCPSB-
Washington County Library,MT9,"235 E High St, Potosi, MO",United States,http://www.worldcat.org/wcpa/oclc/860511283?page=frame&url=http%3A%2F%2Fcatalog%2Fopac%2Fwclmo%2Findex.html%23menuHome%26checksum%3D21a5a124b69f28768a1cc01b4e6defcb&title=Washington+County+Library&linktype=opac&detail=MT9%3AWashington+County+Library%3APublic Library&app=wcapi&id=OCPSB-
American University of Malta,MTAUM,"Triq Dom Mintoff, Bormla",Malta,
Carroll College Library,MTC,"1601 North Benton Avenue, Helena, MT",United States,http://www.worldcat.org/wcpa/oclc/243778529?page=frame&url=https%3A%2F%2Fcarroll-primo.hosted.exlibrisgroup.com%2Fprimo_library%2Flibweb%2Faction%2FdlSearch.do%3Finstitution%3D01TRAILS_CARROLL%26vid%3D01TRAILS_CARROLL%26search_scope%3D01TRAILS_CARROLL%26query%3Disbn%2Cexact%2C9780816506569%26checksum%3D6adb5c97b722f6c14584b7cdb1854672&title=Carroll+College+Library&linktype=opac&detail=MTC%3ACarroll+College+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Mount Ida College,MTD,"Library/Lrc, 777 Dedham St, Newton Centre, MA",United States,http://www.worldcat.org/wcpa/oclc/925070273?page=frame&url=http%3A%2F%2Ffind.minlib.net%2Fiii%2Fencore%2F%3Flang%3Deng9780892641086%26checksum%3D39e6f7e7536b5ab767debf375c70ca9d&title=Mount+Ida+College&linktype=opac&detail=MTD%3AMount+Ida+College%3AAcademic Library&app=wcapi&id=OCPSB-
"University of Montana, Mansfield Library",MTG,"32 Campus Drive #9936, Missoula, MT",United States,
Mount Holyoke College,MTH,"50 College St, S Hadley, MA",United States,http://www.worldcat.org/wcpa/oclc/493260870?page=frame&url=http%3A%2F%2Ffcaa.library.umass.edu%2FF%2F%3Ffunc%3Dfind-b%26find_code%3D035%26request%3DOCM00200725%26checksum%3D574ad640c49d65e1c401a7df7dd6995f&title=Mount+Holyoke+College&linktype=opac&detail=MTH%3AMount+Holyoke+College%3AAcademic Library&app=wcapi&id=OCPSB-
Monterey Peninsula College Library,MTJ,"980 Fremont St, 980 Fremont Blvd, Monterey, CA",United States,http://www.worldcat.org/wcpa/oclc/21035179?page=frame&url=http%3A%2F%2Fmpc-voy.hosted.exlibrisgroup.com%2Fvwebv%2Fsearch%3FsearchCode1%3DISBN%26searchType%3D2%26argType1%3Dany%26searchArg1%3D0231030037%26checksum%3D92504fd653fbadadc96b5cab09415b3b&title=Monterey+Peninsula+College+Library&linktype=opac&detail=MTJ%3AMonterey+Peninsula+College+Library%3AAcademic Library&app=wcapi&id=OCPSB-
University of Mount Union,MTU,"1972 Clark Ave, Alliance, OH",United States,http://www.worldcat.org/wcpa/oclc/44461841?page=frame&url=http%3A%2F%2Fcat.opal-libraries.org%2Fsearch%7ES15%2Fi9780472086771%26checksum%3D23cbbc2f7c8f6b1cd317b1d6a0720202&title=University+of+Mount+Union&linktype=opac&detail=MTU%3AUniversity+of+Mount+Union%3AAcademic Library&app=wcapi&id=OCPSB-
Hannibal-Lagrange University,MU5,"2800 Palmyra Road, Hannibal, MO",United States,http://www.worldcat.org/wcpa/oclc/636713848?page=frame&url=https%3A%2F%2Favalon.searchmobius.org%2Fsearch%2Fi9780520054677%26checksum%3D4182fec6e04faae03168ebbb76809faa&title=Hannibal-Lagrange+University&linktype=opac&detail=MU5%3AHannibal-Lagrange+University%3AAcademic Library&app=wcapi&id=OCPSB-
UMBC,MUB,"Kuhn Library & Gallery, 1000 Hilltop Circle, Baltimore, MD",United States,http://www.worldcat.org/wcpa/oclc/806338736?page=frame&url=http%3A%2F%2Fcatalog.umd.edu%2FF%3Ffunc%3Dfind-b%26local_base%3Dbc%26find_code%3D020%26request%3D089264902X%26checksum%3D7ffd3b1dcbd7ddaafec2bda804df65e8&title=UMBC&linktype=opac&detail=MUB%3AUMBC%3AAcademic Library&app=wcapi&id=OCPSB-
University of Mississippi,MUM,"Oxford, University, MS",United States,http://www.worldcat.org/wcpa/oclc/44683551?page=frame&url=http%3A%2F%2Fumiss.lib.olemiss.edu%2Fsearch%2Fi%3FSEARCH%3D0892641428%26checksum%3D93c7abbb35178ac9138daad1f8c1ef11&title=University+of+Mississippi&linktype=opac&detail=MUM%3AUniversity+of+Mississippi%3AAcademic Library&app=wcapi&id=OCPSB-
Minnesota State University Moorhead,MUO,"1104 7th Avenue South, Moorhead, MN",United States,http://www.worldcat.org/wcpa/oclc/44461841?page=frame&url=https%3A%2F%2Fmplus.mnpals.net%2Fvufind%2FSearch%2FResults%3Fmylocn%3DTRM%26type%3DISN%26lookfor%3D9780472086771%26checksum%3D89baf215b7818d37e05da4c1b9bb2a75&title=Minnesota+State+University+Moorhead&linktype=opac&detail=MUO%3AMinnesota+State+University+Moorhead%3AAcademic Library&app=wcapi&id=OCPSB-
Université de Montréal,MUQ,"2900, boul Édouard-Montpetit, Montréal, QC",Canada,http://www.worldcat.org/wcpa/oclc/493260870?page=frame&url=http%3A%2F%2Fatrium.umontreal.ca%26checksum%3Da591c2378f879a6e7f2e799afaad11d9&title=Universit%C3%A9+de+Montr%C3%A9al&linktype=opac&detail=MUQ%3AUniversit%C3%A9+de+Montr%C3%A9al%3AAcademic Library&app=wcapi&id=OCPSB-
